,movie_title,movie_imdb_link,num_voted_users,imdb_score,duration,gross,content_rating,budget,title_year
658,Les Misérables ,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1,243834,7.6,158.0,148775460.0,PG-13,61000000.0,2012.0
659,You've Got Mail ,http://www.imdb.com/title/tt0128853/?ref_=fn_tt_tt_1,151812,6.5,119.0,115731542.0,PG,65000000.0,1998.0
660,Step Brothers ,http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1,212499,6.9,106.0,100468793.0,R,65000000.0,2008.0
661,The Mask of Zorro ,http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1,135404,6.7,136.0,93771072.0,PG-13,65000000.0,1998.0
662,Due Date ,http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1,272789,6.6,95.0,100448498.0,R,65000000.0,2010.0
663,Unbroken ,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,103589,7.2,137.0,115603980.0,PG-13,65000000.0,2014.0
664,Space Cowboys ,http://www.imdb.com/title/tt0186566/?ref_=fn_tt_tt_1,60165,6.4,130.0,90454043.0,PG-13,65000000.0,2000.0
665,Cliffhanger ,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1,96096,6.4,124.0,84049211.0,R,70000000.0,1993.0
666,Broken Arrow ,http://www.imdb.com/title/tt0115759/?ref_=fn_tt_tt_1,77390,6.0,108.0,70450000.0,R,50000000.0,1996.0
667,The Kid ,http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1,34473,6.1,104.0,69688384.0,PG,60000000.0,2000.0
668,World Trade Center ,http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1,67395,6.0,129.0,70236496.0,PG-13,63000000.0,2006.0
669,Mona Lisa Smile ,http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1,61490,6.4,117.0,63695760.0,PG-13,65000000.0,2003.0
670,The Dictator ,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1,213863,6.4,99.0,59617068.0,R,65000000.0,2012.0
671,Eyes Wide Shut ,http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1,227071,7.3,159.0,55637680.0,R,65000000.0,1999.0
672,Annie ,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,24735,5.2,118.0,85911262.0,PG,65000000.0,2014.0
673,Focus ,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,149337,6.6,105.0,53846915.0,R,50100000.0,2015.0
674,This Means War ,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,147641,6.3,103.0,54758461.0,PG-13,65000000.0,2012.0
675,Blade: Trinity ,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,132954,5.9,122.0,52397389.0,R,65000000.0,2004.0
676,Red Dawn ,http://www.imdb.com/title/tt0087985/?ref_=fn_tt_tt_1,41776,6.4,114.0,,PG-13,16900000.0,1984.0
677,Primary Colors ,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1,23940,6.7,143.0,38966057.0,R,65000000.0,1998.0
678,Resident Evil: Retribution ,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,104831,5.4,96.0,42345531.0,R,65000000.0,2012.0
679,Death Race ,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1,166610,6.4,111.0,36064910.0,R,45000000.0,2008.0
680,The Long Kiss Goodnight ,http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1,60508,6.7,121.0,33328051.0,R,65000000.0,1996.0
681,Proof of Life ,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,49300,6.2,135.0,32598931.0,R,65000000.0,2000.0
682,Zathura: A Space Adventure ,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,67707,6.1,101.0,28045540.0,PG,65000000.0,2005.0
683,Fight Club ,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1,1347461,8.8,151.0,37023395.0,R,63000000.0,1999.0
684,We Are Marshall ,http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1,46951,7.1,131.0,43532294.0,PG,65000000.0,2006.0
685,The Missing             ,http://www.imdb.com/title/tt3877200/?ref_=fn_tt_tt_1,8739,8.1,60.0,,,,
686,Hudson Hawk ,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,43376,5.7,100.0,17218080.0,R,70000000.0,1991.0
687,Lucky Numbers ,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1,8560,5.0,105.0,10014234.0,R,65000000.0,2000.0
688,"I, Frankenstein ",http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,65709,5.1,92.0,19059018.0,PG-13,65000000.0,2014.0
689,Oliver Twist ,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,25474,6.9,130.0,1987287.0,PG-13,50000000.0,2005.0
690,Elektra ,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,71202,4.8,100.0,24407944.0,PG-13,43000000.0,2005.0
691,Sin City: A Dame to Kill For ,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,111102,6.5,102.0,13750556.0,R,65000000.0,2014.0
692,Random Hearts ,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,17025,5.1,133.0,31054924.0,R,64000000.0,1999.0
693,Everest ,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,134625,7.1,121.0,43247140.0,PG-13,55000000.0,2015.0
694,Perfume: The Story of a Murderer ,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,190490,7.5,147.0,2208939.0,R,50000000.0,2006.0
695,Austin Powers in Goldmember ,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,162909,6.2,94.0,213079163.0,PG-13,63000000.0,2002.0
696,Astro Boy ,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,25681,6.3,94.0,19548064.0,PG,65000000.0,2009.0
697,Jurassic Park ,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,613473,8.1,127.0,356784000.0,PG-13,63000000.0,1993.0
698,Wyatt Earp ,http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1,35314,6.6,212.0,25052000.0,PG-13,63000000.0,1994.0
699,Clear and Present Danger ,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1,69663,6.9,141.0,122012710.0,PG-13,62000000.0,1994.0
700,Dragon Blade ,http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1,11584,6.1,103.0,72413.0,R,65000000.0,2015.0
701,Littleman ,http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1,39471,4.3,98.0,58255287.0,PG-13,64000000.0,2006.0
702,U-571 ,http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1,65297,6.6,116.0,77086030.0,PG-13,62000000.0,2000.0
703,The American President ,http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1,43027,6.8,114.0,65000000.0,PG-13,62000000.0,1995.0
704,The Love Guru ,http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1,43300,3.8,87.0,32178777.0,PG-13,62000000.0,2008.0
705,3000 Miles to Graceland ,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,38076,5.9,125.0,15738632.0,R,42000000.0,2001.0
706,The Hateful Eight ,http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1,272839,7.9,187.0,54116191.0,R,44000000.0,2015.0
707,Blades of Glory ,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,129995,6.3,93.0,118153533.0,PG-13,61000000.0,2007.0
708,Hop ,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,24089,5.5,95.0,108012170.0,PG,63000000.0,2011.0
709,300 ,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,607235,7.7,117.0,210592590.0,R,65000000.0,2006.0
710,Meet the Fockers ,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,211296,6.3,106.0,279167575.0,PG-13,80000000.0,2004.0
711,Marley & Me ,http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1,116681,7.1,115.0,143151473.0,PG,60000000.0,2008.0
712,The Green Mile ,http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1,782610,8.5,189.0,136801374.0,R,60000000.0,1999.0
713,Wild Hogs ,http://www.imdb.com/title/tt0486946/?ref_=fn_tt_tt_1,99989,5.9,100.0,168213584.0,PG-13,,2007.0
714,Chicken Little ,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,63912,5.8,81.0,135381507.0,G,150000000.0,2005.0
715,Gone Girl ,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,569841,8.1,149.0,167735396.0,R,61000000.0,2014.0
716,The Bourne Identity ,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,407601,7.9,119.0,121468960.0,PG-13,60000000.0,2002.0
717,GoldenEye ,http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1,199025,7.2,130.0,106635996.0,PG-13,58000000.0,1995.0
718,The General's Daughter ,http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1,42705,6.3,116.0,102678089.0,R,95000000.0,1999.0
719,The Truman Show ,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,667983,8.1,103.0,125603360.0,PG,60000000.0,1998.0
720,The Prince of Egypt ,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,91093,7.0,99.0,101217900.0,PG,70000000.0,1998.0
721,Daddy Day Care ,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,49486,5.5,92.0,104148781.0,PG,60000000.0,2003.0
722,2 Guns ,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,156898,6.7,109.0,75573300.0,R,61000000.0,2013.0
723,Cats & Dogs ,http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1,46031,5.2,87.0,93375151.0,PG,60000000.0,2001.0
724,The Italian Job ,http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1,285623,7.0,111.0,106126012.0,PG-13,60000000.0,2003.0
725,Two Weeks Notice ,http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1,85673,6.1,101.0,93307796.0,PG-13,60000000.0,2002.0
726,Antz ,http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1,124641,6.6,83.0,90646554.0,PG,105000000.0,1998.0
727,Couples Retreat ,http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1,83506,5.5,113.0,109176215.0,PG-13,60000000.0,2009.0
728,Days of Thunder ,http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1,60476,5.9,107.0,82670733.0,PG-13,60000000.0,1990.0
729,Cheaper by the Dozen 2 ,http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1,42737,5.4,94.0,82569532.0,PG,60000000.0,2005.0
730,The Scorch Trials ,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1,138246,6.4,132.0,81687587.0,PG-13,61000000.0,2015.0
731,Eat Pray Love ,http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1,63493,5.7,140.0,80574010.0,PG-13,60000000.0,2010.0
732,The Family Man ,http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1,85844,6.7,125.0,75764085.0,PG-13,60000000.0,2000.0
733,RED ,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,238916,7.1,111.0,90356857.0,PG-13,58000000.0,2010.0
734,Any Given Sunday ,http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1,97047,6.8,156.0,75530832.0,R,55000000.0,1999.0
735,The Horse Whisperer ,http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1,32353,6.5,170.0,75370763.0,PG-13,60000000.0,1998.0
736,Collateral ,http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1,293662,7.6,120.0,100003492.0,R,65000000.0,2004.0
737,The Scorpion King ,http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1,102129,5.5,100.0,90341670.0,PG-13,60000000.0,2002.0
738,Ladder 49 ,http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1,48753,6.5,115.0,74540762.0,PG-13,55000000.0,2004.0
739,Jack Reacher ,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,226570,7.0,130.0,80033643.0,PG-13,60000000.0,2012.0
740,Deep Blue Sea ,http://www.imdb.com/title/tt0149261/?ref_=fn_tt_tt_1,99043,5.8,105.0,73648142.0,R,60000000.0,1999.0
741,This Is It ,http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1,33158,7.3,111.0,71844424.0,PG,60000000.0,2009.0
742,Contagion ,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,180479,6.6,106.0,75638743.0,PG-13,60000000.0,2011.0
743,Kangaroo Jack ,http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1,23476,4.4,89.0,66734992.0,PG,60000000.0,2003.0
744,Coraline ,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,143121,7.7,100.0,75280058.0,PG,60000000.0,2009.0
745,The Happening ,http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1,163130,5.0,91.0,64505912.0,R,48000000.0,2008.0
746,Man on Fire ,http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1,266310,7.7,146.0,77862546.0,R,70000000.0,2004.0
747,The Shaggy Dog ,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,14888,4.4,98.0,61112916.0,PG,50000000.0,2006.0
748,Starsky & Hutch ,http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1,120795,6.1,101.0,88200225.0,PG-13,60000000.0,2004.0
749,Jingle All the Way ,http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1,68406,5.4,94.0,60573641.0,PG,60000000.0,1996.0
750,Hellboy ,http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1,244566,6.8,132.0,59035104.0,PG-13,66000000.0,2004.0
751,A Civil Action ,http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1,23302,6.5,115.0,56702901.0,PG-13,60000000.0,1998.0
752,ParaNorman ,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,72287,7.0,92.0,55994557.0,PG,60000000.0,2012.0
753,The Jackal ,http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1,88225,6.3,124.0,54910560.0,R,60000000.0,1997.0
754,Paycheck ,http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1,89816,6.3,119.0,53789313.0,PG-13,60000000.0,2003.0
755,Up Close & Personal ,http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1,11370,6.1,124.0,51045801.0,PG-13,60000000.0,1996.0
756,The Tale of Despereaux ,http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1,31209,6.1,93.0,50818750.0,G,60000000.0,2008.0
757,Rules of Engagement             ,http://www.imdb.com/title/tt0790772/?ref_=fn_tt_tt_1,26404,7.3,22.0,,TV-PG,,
758,The Tuxedo ,http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1,61966,5.3,98.0,50189179.0,PG-13,60000000.0,2002.0
759,Under Siege 2: Dark Territory ,http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1,35918,5.4,92.0,50024083.0,R,60000000.0,1995.0
760,Jack Ryan: Shadow Recruit ,http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1,99035,6.2,105.0,50549107.0,PG-13,60000000.0,2014.0
761,Joy ,http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1,75329,6.6,124.0,56443482.0,PG-13,60000000.0,2015.0
762,London Has Fallen ,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,69484,5.9,99.0,62401264.0,R,60000000.0,2016.0
763,Alien: Resurrection ,http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1,170179,6.3,116.0,47748610.0,R,75000000.0,1997.0
764,Shooter ,http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1,256213,7.2,124.0,46975183.0,R,61000000.0,2007.0
765,The Boxtrolls ,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,40883,6.8,96.0,50807639.0,PG,60000000.0,2014.0
766,Practical Magic ,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1,55749,6.1,104.0,46611204.0,PG-13,48000000.0,1998.0
767,The Lego Movie ,http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1,246698,7.8,100.0,257756197.0,PG,60000000.0,2014.0
768,Miss Congeniality 2: Armed and Fabulous ,http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1,51252,5.0,115.0,48472213.0,PG-13,45000000.0,2005.0
769,Reign of Fire ,http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1,107859,6.2,101.0,43060566.0,PG-13,60000000.0,2002.0
770,Gangster Squad ,http://www.imdb.com/title/tt1321870/?ref_=fn_tt_tt_1,173530,6.7,113.0,45996718.0,R,60000000.0,2013.0
771,Year One ,http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1,76770,4.9,100.0,43337279.0,PG-13,60000000.0,2009.0
772,Invictus ,http://www.imdb.com/title/tt1057500/?ref_=fn_tt_tt_1,124222,7.4,134.0,37479778.0,PG-13,60000000.0,2009.0
773,State of Play ,http://www.imdb.com/title/tt0473705/?ref_=fn_tt_tt_1,113295,7.1,127.0,36965395.0,PG-13,,2009.0
774,Duplicity ,http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1,41727,6.2,125.0,40559930.0,PG-13,60000000.0,2009.0
775,My Favorite Martian ,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,10883,4.9,94.0,36830057.0,PG,65000000.0,1999.0
776,The Sentinel ,http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1,42144,6.1,107.0,36279230.0,PG-13,60000000.0,2006.0
777,Planet 51 ,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1,41259,6.1,91.0,42194060.0,PG,70000000.0,2009.0
778,Star Trek: Nemesis ,http://www.imdb.com/title/tt0253754/?ref_=fn_tt_tt_1,58450,6.4,116.0,43119879.0,PG-13,60000000.0,2002.0
779,Intolerable Cruelty ,http://www.imdb.com/title/tt0138524/?ref_=fn_tt_tt_1,76560,6.3,100.0,35096190.0,PG-13,60000000.0,2003.0
780,Trouble with the Curve ,http://www.imdb.com/title/tt2083383/?ref_=fn_tt_tt_1,47954,6.8,111.0,35754555.0,PG-13,,2012.0
781,Edge of Darkness ,http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1,75201,6.6,117.0,43290977.0,R,80000000.0,2010.0
782,The Relic ,http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1,19176,5.7,110.0,33927476.0,R,40000000.0,1997.0
783,Analyze That ,http://www.imdb.com/title/tt0289848/?ref_=fn_tt_tt_1,69319,5.9,96.0,32122249.0,R,60000000.0,2002.0
784,Righteous Kill ,http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1,73368,6.0,101.0,40076438.0,R,60000000.0,2008.0
785,Mercury Rising ,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,54314,6.1,111.0,32940507.0,R,60000000.0,1998.0
786,The Soloist ,http://www.imdb.com/title/tt0821642/?ref_=fn_tt_tt_1,44099,6.7,117.0,31670931.0,PG-13,60000000.0,2009.0
787,The Legend of Bagger Vance ,http://www.imdb.com/title/tt0146984/?ref_=fn_tt_tt_1,45296,6.7,126.0,30695227.0,PG-13,60000000.0,2000.0
788,Almost Famous ,http://www.imdb.com/title/tt0181875/?ref_=fn_tt_tt_1,207287,7.9,152.0,32522352.0,R,60000000.0,2000.0
789,Garfield 2 ,http://www.imdb.com/title/tt0455499/?ref_=fn_tt_tt_1,27517,5.0,86.0,28424210.0,PG,,2006.0
790,xXx: State of the Union ,http://www.imdb.com/title/tt0329774/?ref_=fn_tt_tt_1,51349,4.3,101.0,26082914.0,PG-13,87000000.0,2005.0
791,Priest ,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,97089,5.7,87.0,29136626.0,PG-13,60000000.0,2011.0
792,Sinbad: Legend of the Seven Seas ,http://www.imdb.com/title/tt0165982/?ref_=fn_tt_tt_1,36144,6.7,85.0,26288320.0,PG,60000000.0,2003.0
793,Event Horizon ,http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1,120416,6.7,130.0,26616590.0,R,60000000.0,1997.0
794,The Avengers ,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,995415,8.1,173.0,623279547.0,PG-13,220000000.0,2012.0
795,Dragonfly ,http://www.imdb.com/title/tt0259288/?ref_=fn_tt_tt_1,31788,6.1,104.0,30063805.0,PG-13,60000000.0,2002.0
796,The Black Dahlia ,http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,63363,5.6,121.0,22518325.0,R,50000000.0,2006.0
797,Flyboys ,http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1,35565,6.6,140.0,13082288.0,PG-13,60000000.0,2006.0
798,The Last Castle ,http://www.imdb.com/title/tt0272020/?ref_=fn_tt_tt_1,57100,6.9,131.0,18208078.0,R,60000000.0,2001.0
799,Supernova ,http://www.imdb.com/title/tt0134983/?ref_=fn_tt_tt_1,14596,4.8,91.0,14218868.0,PG-13,65000000.0,2000.0
800,Winter's Tale ,http://www.imdb.com/title/tt1837709/?ref_=fn_tt_tt_1,41288,6.2,118.0,22451.0,PG-13,60000000.0,2014.0
801,The Mortal Instruments: City of Bones ,http://www.imdb.com/title/tt1538403/?ref_=fn_tt_tt_1,107028,6.0,130.0,31165421.0,PG-13,60000000.0,2013.0
802,Meet Dave ,http://www.imdb.com/title/tt0765476/?ref_=fn_tt_tt_1,31640,4.9,90.0,11802056.0,PG,60000000.0,2008.0
803,Dark Water ,http://www.imdb.com/title/tt0382628/?ref_=fn_tt_tt_1,44966,5.6,103.0,25472967.0,PG-13,30000000.0,2005.0
804,Edtv ,http://www.imdb.com/title/tt0131369/?ref_=fn_tt_tt_1,35599,6.1,122.0,22362500.0,PG-13,55000000.0,1999.0
805,Inkheart ,http://www.imdb.com/title/tt0494238/?ref_=fn_tt_tt_1,60232,6.1,106.0,17281832.0,PG,60000000.0,2008.0
806,The Spirit ,http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1,53864,4.8,103.0,19781879.0,PG-13,60000000.0,2008.0
807,Mortdecai ,http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1,47320,5.5,107.0,7605668.0,R,60000000.0,2015.0
808,In the Name of the King: A Dungeon Siege Tale ,http://www.imdb.com/title/tt0460780/?ref_=fn_tt_tt_1,38398,3.8,156.0,4535117.0,PG-13,60000000.0,2007.0
809,Beyond Borders ,http://www.imdb.com/title/tt0294357/?ref_=fn_tt_tt_1,22570,6.5,127.0,4426297.0,R,35000000.0,2003.0
810,Xi you ji zhi: Sun Wukong san da Baigu Jing ,http://www.imdb.com/title/tt4591310/?ref_=fn_tt_tt_1,1212,6.0,119.0,,,68005000.0,2016.0
811,The Great Raid ,http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1,18209,6.7,132.0,10166502.0,R,80000000.0,2005.0
812,Deadpool ,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,479047,8.1,108.0,363024263.0,R,58000000.0,2016.0
813,Holy Man ,http://www.imdb.com/title/tt0120701/?ref_=fn_tt_tt_1,16260,4.9,114.0,12065985.0,PG,60000000.0,1998.0
814,American Sniper ,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,325264,7.3,133.0,350123553.0,R,58800000.0,2014.0
815,Goosebumps ,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,47968,6.4,103.0,80021740.0,PG,58000000.0,2015.0
816,"Sabrina, the Teenage Witch             ",http://www.imdb.com/title/tt0115341/?ref_=fn_tt_tt_1,24420,6.6,22.0,,TV-G,3000000.0,
817,Just Like Heaven ,http://www.imdb.com/title/tt0425123/?ref_=fn_tt_tt_1,82819,6.7,95.0,48291624.0,PG-13,58000000.0,2005.0
818,The Flintstones in Viva Rock Vegas ,http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1,15517,3.6,90.0,35231365.0,PG,60000000.0,2000.0
819,Rambo III ,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,92106,5.7,87.0,53715611.0,R,63000000.0,1988.0
820,Leatherheads ,http://www.imdb.com/title/tt0379865/?ref_=fn_tt_tt_1,27664,6.0,114.0,31199215.0,PG-13,58000000.0,2008.0
821,The Ridiculous 6 ,http://www.imdb.com/title/tt2479478/?ref_=fn_tt_tt_1,27019,4.9,119.0,,TV-14,,2015.0
822,Did You Hear About the Morgans? ,http://www.imdb.com/title/tt1314228/?ref_=fn_tt_tt_1,29523,4.7,103.0,29580087.0,PG-13,58000000.0,2009.0
823,The Internship ,http://www.imdb.com/title/tt2234155/?ref_=fn_tt_tt_1,159931,6.3,125.0,44665963.0,PG-13,58000000.0,2013.0
824,Resident Evil: Afterlife ,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,131447,5.9,97.0,60128566.0,R,60000000.0,2010.0
825,Red Tails ,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,28807,5.9,125.0,49875589.0,PG-13,58000000.0,2012.0
826,Sex and the City             ,http://www.imdb.com/title/tt0159206/?ref_=fn_tt_tt_1,80025,7.0,30.0,,TV-MA,,
827,The Devil's Advocate ,http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1,259519,7.5,136.0,60984028.0,R,57000000.0,1997.0
828,That's My Boy ,http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1,70681,5.6,116.0,36931089.0,R,70000000.0,2012.0
829,DragonHeart ,http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1,78343,6.4,103.0,51317350.0,PG-13,57000000.0,1996.0
830,After the Sunset ,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,38298,6.3,97.0,28328132.0,PG-13,58000000.0,2004.0
831,Ghost Rider: Spirit of Vengeance ,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,87745,4.3,96.0,51774002.0,PG-13,57000000.0,2011.0
832,Captain Corelli's Mandolin ,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,28099,5.9,131.0,25528495.0,R,57000000.0,2001.0
833,Anger Management             ,http://www.imdb.com/title/tt1986770/?ref_=fn_tt_tt_1,26992,6.7,22.0,,,,
834,The Pacifier ,http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,66308,5.5,95.0,113006880.0,PG,56000000.0,2005.0
835,Walking Tall ,http://www.imdb.com/title/tt0351977/?ref_=fn_tt_tt_1,53118,6.2,86.0,45860039.0,PG-13,56000000.0,2004.0
836,Forrest Gump ,http://www.imdb.com/title/tt0109830/?ref_=fn_tt_tt_1,1251222,8.8,142.0,329691196.0,PG-13,55000000.0,1994.0
837,Alvin and the Chipmunks ,http://www.imdb.com/title/tt0952640/?ref_=fn_tt_tt_1,57276,5.2,92.0,217326336.0,PG,60000000.0,2007.0
838,Meet the Parents ,http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1,260442,7.0,108.0,166225040.0,PG-13,55000000.0,2000.0
839,Pocahontas ,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1,119675,6.6,84.0,141600000.0,G,55000000.0,1995.0
